lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
elevate,VERB,"He has elevated sex - not Eros or libido but pure, spontaneous, uninhibited sex - to the rank of the godhead ; it is Astarte, Ishtar, Venus, Yahwe, Dionysus, Christ, the mysterious and divine orgone energy flowing through the body of the universe. ",Drug elevates the metabolic rate of the cow. ,7,15,5,13,T,2,1
elevate,VERB,"He has elevated sex - not Eros or libido but pure, spontaneous, uninhibited sex - to the rank of the godhead ; it is Astarte, Ishtar, Venus, Yahwe, Dionysus, Christ, the mysterious and divine orgone energy flowing through the body of the universe. ","Since marginal costs rise when the wage rate rises, the profit maximizing price also rises when the public limit price is elevated, and is likely to remain well above the latter. ",7,15,123,131,F,2,22
competition,NOUN,"The section is violated whether or not actual restraints or monopolies, or the substantial lessening of competition, have occurred or are intended ''. ","The purpose of this provision was thus explained in the Court 's opinion : `` Section 7 is designed to arrest in its incipiency not only the substantial lessening of competition from the acquisition by one corporation of the whole or any part of the stock of a competing corporation, but also to arrest in their incipiency restraints or monopolies in a relevant market which, as a reasonable probability, appear at the time of suit likely to result from the acquisition by one corporation of all or any part of the stock of any other corporation. ",105,116,166,177,T,17,30
competition,NOUN,"The section is violated whether or not actual restraints or monopolies, or the substantial lessening of competition, have occurred or are intended ''. ","Yet even here many a problem is presented ; as in a recent design competition with a floor plan and the simple command - `` design a luxury apartment '' ; no description of the client or his cultural level, no assertion of geographical area or local social necessities - simply `` a luxury apartment ''. ",105,116,66,77,F,17,14
curve,NOUN,"A square inscribed in a curve C means a square with its four corner points on the curve, though it may not lie entirely in the interior of C. ","Here, for the case of squares inscribed in plane curves, we remove the restriction to convexity and give certain other results. ",82,87,50,56,T,17,10
curve,NOUN,"Then, in the fifth, Anniston 's kid catcher caught onto a curve and smacked the ball into left center field. ","The set of intersections of **f, the rotated curve, with the original curve C consists of just the set of forward corner points on C corresponding to the vertex at **f, plus the vertex itself. ",60,65,46,51,F,13,9
technology,NOUN,"Does our society have a runaway, uncontrollable growth of technology which may end our civilization, or a normal, healthy growth? ",Avoiding runaway technology can be done only by assuring a humane society ; and for this human beings must be firmly in control of the economics on which our society rests. ,59,69,17,27,T,10,2
technology,NOUN,"Does our society have a runaway, uncontrollable growth of technology which may end our civilization, or a normal, healthy growth? ","Just as present technology had to await the explanations of physics, so one might expect that social invention will follow growing sociological understanding. ",59,69,16,26,F,10,3
disagreement,NOUN,"Not all the observers have used the same procedures or made the same assumptions about the lunar brightness distribution when reducing the data, and this, together with differences in the methods of calibrating the antennae and receivers, must account for much of the disagreement in the measured radio brightness temperatures. ",The only area in which one might find major disagreement in this matter is in regard to the alveolar distribution of the bronchial arteries. ,271,283,44,56,T,46,9
disagreement,NOUN,"Not all the observers have used the same procedures or made the same assumptions about the lunar brightness distribution when reducing the data, and this, together with differences in the methods of calibrating the antennae and receivers, must account for much of the disagreement in the measured radio brightness temperatures. ",Disagreement on the amount of productivity increase exacerbates the problem of agreeing how an increase in profit margins related to a productivity increase should be shared. ,271,283,0,12,F,46,0
reduction,NOUN,There are many domains in which understanding has brought about widespread and quite appropriate reduction in ritual and fear. ,"An attempt to improve the life of the anodes or the efficiency of the plasma generators must, therefore, aim at a reduction of the anode loss. ",97,106,116,125,T,14,23
reduction,NOUN,There are many domains in which understanding has brought about widespread and quite appropriate reduction in ritual and fear. ,"The BOD in the effluent averaged 58 mg / l, a 76 - per cent reduction over the 24 - hr period. ",97,106,61,70,F,14,16
discretion,NOUN,"For internal political reasons, the union asks for ( and accepts ) increases in the basic wage rate, and would vigorously oppose a reduction in this rate, but the adjustment of the basic wage rate upwards is essentially up to the discretion of the companies of the industry. ",The Commission may in its discretion enter an award with respect to one or more items deemed to have been clearly established in an individual claim while deferring consideration and action on other items of the same claim. ,233,243,26,36,T,44,5
discretion,NOUN,"For internal political reasons, the union asks for ( and accepts ) increases in the basic wage rate, and would vigorously oppose a reduction in this rate, but the adjustment of the basic wage rate upwards is essentially up to the discretion of the companies of the industry. ",I waved with discretion and moderation to the vague golden faces fading through rising dust and the distortions of the back window glass. ,233,243,13,23,F,44,3
picnic,NOUN,A body of water is usually the center of interest at parks which attract the greatest picnic and camping use. ,"One day he followed the Irish Jasper Greens, the town band, to a picnic and spent the entire day listening, while his family spent the day looking. ",86,92,67,73,T,16,15
picnic,NOUN,A body of water is usually the center of interest at parks which attract the greatest picnic and camping use. ,Marketing in the new decade will be no picnic - for the sixties will present possibly the most intense competitive activity that you have experienced in the last 20 - 25 yr.. ,86,92,39,45,F,16,8
upgrade,VERB,"Stations programing to Negro listeners are having to upgrade their shows in order to keep pace with rising educational, economic, and cultural levels. ",This tied in closely with the current attempt to upgrade state-owned cars to the extent that vehicles are not retained beyond the point where maintenance costs ( in light of depreciation ) become excessive. ,53,60,49,56,T,8,9
upgrade,VERB,"Stations programing to Negro listeners are having to upgrade their shows in order to keep pace with rising educational, economic, and cultural levels. ","Many companies have upgraded their sales manpower and tested new selling, distribution, and promotion techniques to gain a bigger competitive edge. ",53,60,20,28,F,8,3
promotion,NOUN,"Display merchandising, backed by pre selling through advertising and promotion, will continue to make strides in the sixties. ","Many companies have upgraded their sales manpower and tested new selling, distribution, and promotion techniques to gain a bigger competitive edge. ",70,79,94,103,T,10,15
promotion,NOUN,Digby was not pleased with his promotion. ,"From the manufacturer 's point of view, the increasing cost of advertising and promotion is a very real problem to be faced in the sixties. ",31,40,80,89,F,6,14
manufacturer,NOUN,Several firms are merchandising enzyme preparation through feed manufacturers. ,"SBA loans, which may be made to small manufacturers, small business pools, wholesalers, retailers, service establishments and other small businesses ( when financing is not otherwise available to them on reasonable terms ), are to finance business construction, conversion, or expansion ; the purchase of equipment, facilities, machinery, supplies, or materials ; or to supply working capital. ",64,77,39,52,T,8,9
manufacturer,NOUN,Several firms are merchandising enzyme preparation through feed manufacturers. ,The truck and the car gave the manufacturer a new degree of freedom in selecting his plant site. ,64,77,31,43,F,8,7
dealer,NOUN,"Friends, a picture magazine distributed by Chevrolet dealers, describes a paramilitary organization of employees of the Gulf Telephone Company at Foley, Alabama. ","As mass dealer and distributor organizations grow in size, there is every reason to expect them to try to share in the manufacturer 's as well as the distributor 's profits - which is, in effect, what the sale of private brands tends to do. ",54,61,8,14,T,8,2
dealer,NOUN,"Friends, a picture magazine distributed by Chevrolet dealers, describes a paramilitary organization of employees of the Gulf Telephone Company at Foley, Alabama. ","Dealers would do well to visit such a campground often, look at the equipment and talk with the campers. ",54,61,0,7,F,8,0
target,NOUN,"And millions of rounds of entirely new and modern small-arms ammunition, designed for today 's hunting and target shooting. ","In the marksmanship example, a trial consists of `` one round shot at a target '' with outcome either one bull's-eye ( success ) or none ( failure ). ",108,114,73,79,T,18,15
target,NOUN,"And millions of rounds of entirely new and modern small-arms ammunition, designed for today 's hunting and target shooting. ",An aggressor would use an agent against which there was a minimal naturally acquired or artificially induced immunity in a target population. ,108,114,123,129,F,18,20
forecast,VERB,"Have you examined these trends, forecast the effects, and planned your marketing strategy to compete effectively under changing circumstances? ","the aspect of learning the internal organization of obvious natural genetic groups of languages as well as their more remote and elusive external links ; of classification first, with elapsed age merely a by-product ; of acquiring evidential knowledge of what happened in Athabascan, in Yokuts, in Uto-Aztecan in the last few thousand years as well as forecasting what more anciently may have happened between them. ",33,41,355,366,T,6,60
forecast,VERB,"Have you examined these trends, forecast the effects, and planned your marketing strategy to compete effectively under changing circumstances? ",Has the probable price situation in your field been forecast as a basis for future planning? ,33,41,52,60,F,6,9
switch,VERB,"To the manufacturer of the more convenient type product - the purchase of which can be switched, delayed, or put off entirely - the implications are important. ",One of the more remarkable of the new cooling systems is one that can be switched to heating. ,87,95,73,81,T,16,15
switch,VERB,"To the manufacturer of the more convenient type product - the purchase of which can be switched, delayed, or put off entirely - the implications are important. ",He told once of how he switched his style of playing to jazz after listening to two old Armstrong records he bought in the Flea Market in Paris. ,87,95,23,31,F,16,6
brand,NOUN,Another brand of indefinite reference arises out of the use of the double verb. ,"Salesmanship is still necessary, but it 's a different brand of salesmanship. ",8,13,56,61,T,1,10
brand,NOUN,Another brand of indefinite reference arises out of the use of the double verb. ,In recent years gagwriters have discovered this brand of blunder and thus the misplaced modifier has acquired a new habitat in the gagline. ,8,13,48,53,F,1,7
bind,VERB,"The common codes, for religious action as such and in their ethical aspects for everyday moral behavior, bind the devotees together. ","At the same time that religion binds the individual helpfully to the supernatural and gives him cosmic peace and a sense of supreme fulfillment, it also has great therapeutic value for him. ",107,111,31,36,T,19,6
bind,VERB,"The common codes, for religious action as such and in their ethical aspects for everyday moral behavior, bind the devotees together. ",To this effect I had already severed all connections which bound me to my former existence. ,107,111,59,64,F,19,10
investment,NOUN,"With greater investments in plant facilities, with automation growing, you can n't switch around, either in volume or in product design, as much as was formerly possible - or at least not as economically. ","This section shall not apply to corporations purchasing such stock solely for investment and not using the same by voting or otherwise to bring about, or in attempting to bring about, the substantial lessening of competition ``. ",13,24,78,88,T,2,12
investment,NOUN,"With greater investments in plant facilities, with automation growing, you can n't switch around, either in volume or in product design, as much as was formerly possible - or at least not as economically. ","To figure the value of the farm in terms of investment income, divide the estimated annual net farm income by the percentage that you could expect to get in interest if the money were invested in some other way. ",13,24,44,54,F,2,10
perspective,NOUN,"Seen in perspective, many of these releases have a genuine claim to be milestones. ",Foreign policy now takes on a different perspective and must become skilled not merely at response but also at projection. ,8,19,40,51,T,2,7
perspective,NOUN,"Seen in perspective, many of these releases have a genuine claim to be milestones. ","These areas by virtue of their abrupt density of pattern, stated the literal surface with such new and superior force that the resulting contrast drove the simulated printing into a depth from which it could be rescued - and set to shuttling again - only by conventional perspective ; that is, by being placed in such relation to the forms depicted within the illusion that these forms left no room for the typography except near the surface. ",8,19,272,283,F,2,48
pinpoint,VERB,It is difficult to pinpoint the time of origin of the state purchasing automobiles for use of employees in Rhode Island. ,"I think it is essential, however, to pinpoint here the difference between the two concepts of sovereignty that went to war in 1861 - if only to see better how imperative is our need today to clarify completely our far worse confusion on this subject. ",19,27,39,47,T,4,9
pinpoint,VERB,"The shapes were unmistakable and the Rising Suns were showing up, slightly brighter pinpoints in the gray gloom. ","Sensing the unseen presence of the other men in the patrol, he felt mutely united to these nine near strangers sharing this pinpoint of being with him. ",85,94,125,133,F,14,23
fictional,ADJ,"Whatever his original assignment, the fictional private eye ends up by investigating and solving a crime, usually a murder. ",Thus the fictional detective is much more than a simple businessman. ,39,48,9,18,T,6,2
fictional,ADJ,"Whatever his original assignment, the fictional private eye ends up by investigating and solving a crime, usually a murder. ","In method as well as in theme this little anecdote with its details selected as much for expressiveness and allegory as for `` realism '', anticipates a kind of musical composition, as well as a kind of fictional composition, in which, as Leverku^hn says, `` there shall be nothing unthematic ''. ",39,48,205,214,F,6,39
welfare,NOUN,It has flared up periodically on the front pages of newspapers in communities divided over birth prevention regulations in municipal hospitals and health and family welfare agencies. ,"`` This is one of the major items in the Fulton County general assistance program '', the jury said, but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County, which receives none of this money. ",165,172,190,197,T,25,36
welfare,NOUN,"In short, the fictional private eye is a specialized version of Adam Smith 's ideal entrepreneur, the man whose private ambitions must always and everywhere promote the public welfare. ","`` This is one of the major items in the Fulton County general assistance program '', the jury said, but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County, which receives none of this money. ",178,185,190,197,F,30,36
birth,NOUN,"When I looked up the actual date of his birth and found it to be March 15 th, I realized that Roy was born under the right zodiacal sign for a watercolorist : ","It was not as though she noted clearly that her nephews had not been to see her for ten years, not since their last journey eastward to witness their Uncle Izaak being lowered into the rocky soil ; that aside from due notification of certain major events in their lives ( two marriages, two births, one divorce ), Christmas and Easter cards of the traditional sort had been the only thin link she had with them through the widowed years. ",40,45,293,299,T,9,56
birth,NOUN,"When I looked up the actual date of his birth and found it to be March 15 th, I realized that Roy was born under the right zodiacal sign for a watercolorist : ",The birth of the myth compensates for the death of the ideal. ,40,45,4,9,F,9,1
root,NOUN,"A light, porous mulch applied now keeps the roots cool and the soil soft during these early days of growth. ",The curb was a line of stone laid edgewise in the dirt and tilted this way and that by frost in the ground or the roots of trees. ,45,50,114,119,T,9,25
root,NOUN,"A light, porous mulch applied now keeps the roots cool and the soil soft during these early days of growth. ","Such an operator is obviously the zero operator ; for since it is nilpotent, the minimal polynomial for this operator is of the form * * f for some * * f ; but then since the operator is diagonalizable, the minimal polynomial cannot have a repeated root ; hence * * f and the minimal polynomial is simply x, which says the operator is 0. ",45,50,251,255,F,9,49
compensate,VERB,To some extent the personal inadequacies that prejudices attempt to compensate for are to be found in all of us. ,The birth of the myth compensates for the death of the ideal. ,68,78,22,33,T,10,5
compensate,VERB,To some extent the personal inadequacies that prejudices attempt to compensate for are to be found in all of us. ,"The city is not adequately compensated for the services covered by the fees, he said. ",68,78,27,38,F,10,5
contradiction,NOUN,It is the growing contradiction between individualism and public service in the mystery story which creates this fatal dilemma. ,It is the gradual unfolding and deepening of this contradiction which creates the inner dialectic of the evolution of the mystery story. ,18,31,50,63,T,4,9
contradiction,NOUN,It is the growing contradiction between individualism and public service in the mystery story which creates this fatal dilemma. ,"But this is a contradiction, for we know that the multiplicity of f ( t ) is odd for every t. ",18,31,14,27,F,4,4
induce,VERB,"A state of parasympathetic `` tuning '' of the hypothalamus induced experimentally causes not only an increase in the parasympathetic reactivity this structure to direct and reflexly induced stimuli, but leads also to an autonomic reversal : a stimulus acting sympathetically under control conditions elicits in this state of tuning a parasympathetic response ! ",Thus cortico-fugal discharges induced by topical application of strychnine to a minute area in the neocortex summate with spikes present in the hypothalamus and cause increased convulsive discharges. ,60,67,30,37,T,10,3
induce,VERB,"A state of parasympathetic `` tuning '' of the hypothalamus induced experimentally causes not only an increase in the parasympathetic reactivity this structure to direct and reflexly induced stimuli, but leads also to an autonomic reversal : a stimulus acting sympathetically under control conditions elicits in this state of tuning a parasympathetic response ! ","On November 22, 1859, the Providence Daily Journal stated that although Brown 's `` pluck '' and honest fanaticism must be admired, any honor paid to Brown would only induce other fanatics to imitate his actions. ",60,67,170,176,F,10,32
convention,NOUN,"One week before the convention, Depew was seated on the porch of a country home on the Hudson, gazing at the opposite shore. ","Chauncey Depew, one-time runner-up for the Republican Presidential nomination, was attending a convention at Saratoga, where he was scheduled to nominate Colonel Theodore Roosevelt for Governor of New York when he noticed that the temporary chairman was a man he had never met. ",20,30,97,107,T,4,14
convention,NOUN,"One week before the convention, Depew was seated on the porch of a country home on the Hudson, gazing at the opposite shore. ","One finds, for example, that a terse and stereotyped verbal expression, seeming at first to be a mere hollow convention, reveals itself over the months of therapy as the vehicle for expressing the most varied and intense feelings, and the most unconventional of meanings. ",20,30,112,122,F,4,22
contempt,NOUN,"Although he is perfectly willing to cooperate with Scotland Yard, Holmes has nothing but contempt for the intelligence and mentality of the police. ","He turned his head to the source of the disturbance and instantly back to the window and his rifle sight, dismissing Hoag for the moment with the same contempt he had shown in their encounter at Hoag 's apartment. ",90,98,152,160,T,15,29
contempt,NOUN,"Although he is perfectly willing to cooperate with Scotland Yard, Holmes has nothing but contempt for the intelligence and mentality of the police. ","I have heard people talk with contempt about the British regulars, but that only proves that a lot of people talk about things of which they are deplorably ignorant. ",90,98,30,38,F,15,6
intelligence,NOUN,For purposes of sample selection only ( individual tests were given later ) we obtained group test scores of reading achievement and intelligence from school records of the entire third grade population in each school system. ,"This combined experience, on a foundation of very average, I assure you, intelligence and background, has helped me do things many well-informed people would bet heavily against. ",133,145,76,88,T,22,15
intelligence,NOUN,For purposes of sample selection only ( individual tests were given later ) we obtained group test scores of reading achievement and intelligence from school records of the entire third grade population in each school system. ,"Finally, as time began to run out, he headed into Ormoc and glide-bombed a group of houses that Intelligence had thought might contain Japanese supplies. ",133,145,98,110,F,22,20
grapple,VERB,"Having persisted too long in deliberate ignorance and denial of the forces that threatened her, Pamela was relieved now to admit their potency and to be taking definite steps toward grappling with them. ","He considered them with brooding eyes, brows bunched as his brain grappled with the problem and tried to find some solution. ",183,192,67,75,T,31,12
grapple,VERB,"Having persisted too long in deliberate ignorance and denial of the forces that threatened her, Pamela was relieved now to admit their potency and to be taking definite steps toward grappling with them. ",The first series of Sherlock Holmes adventures ends with Holmes and Moriarty grappling together on the edge of a cliff. ,183,192,77,86,F,31,12
embrace,VERB,"If they do meet and recognize one another, slap backs and embrace, the moment soon is done. ",They cannot stop to grasp and embrace and sit in the back seat of cars along a dark country lane. ,59,66,30,37,T,12,6
embrace,VERB,"If they do meet and recognize one another, slap backs and embrace, the moment soon is done. ","And when psychology explains glibly, `` but the subconscious mind is able to produce it '' it refers to a mental region so vaguely identified that it may embrace the entire universal mind as conceivably as part of the individual mind. ",59,66,155,162,F,12,29
isolation,NOUN,A variety of techniques have been directed toward the isolation and study of blood group antibodies. ,"This man 's isolation is not merely momentary, it is permanent. ",54,63,12,21,T,9,3
isolation,NOUN,"More profound and more disturbing, however, is the moral isolation of Raymond Chandler 's Philip Marlowe. ","The Kremlin 's goal is the isolation and capture, not of Ghana, but of the United States - and this purpose may be served very well by countries that masquerade under a `` neutralist '' mask, yet in fact are dependable auxiliaries of the Soviet Foreign Office. ",59,68,27,36,F,11,6
spy,VERB,"You should have gone to work today, ' stead of sneaking around spying on the Dronk house ''. ","What on earth was in Mae 's mind, that she wanted him up there spying on what the cops were doing? ",64,70,64,70,T,13,15
spy,VERB,"You should have gone to work today, ' stead of sneaking around spying on the Dronk house ''. ",A driver cruising easily at 70 m. p. h. in Lane A of a four-lane freeway spies an incipient traffic jam ahead. ,64,70,73,78,F,13,16
band,NOUN,"A band of robbers enters a railroad station, overpowers and ties up the telegraph operator, holds up the train and escapes. ","But while the two men are riding into the country, where they are going to dinner, they are attacked in the dark of the forest by a band of thieves, who strip them of everything, including most of their clothes. ",2,6,134,138,T,1,29
band,NOUN,"A band of robbers enters a railroad station, overpowers and ties up the telegraph operator, holds up the train and escapes. ","Wavy lines, feather like patterns, rosettes of indefinitely floral nature, birds either singly or in stylized rows, animals in solemn frieze bands ( see Plates 11 - 12 ) - all these turned up in the more developed fabrics as preliminary signs that the potters were broadening their gaze. ",2,6,145,150,F,1,25
classic,NOUN,The party at Floyd 's penthouse gave the `` chorines '' a chance for a nostalgic frolic through all those hackneyed routines which have become a classic choreographic statement of the era 's nonsense. ,"More than a beautiful visualization of the illustrious adventures and escapades of the tragi-comic knight-errant and his squire, Sancho Panza, in seventeenth century Spain, this inevitably abbreviated rendering of the classic satire on chivalry is an affectingly warm and human exposition of character. ",145,152,221,228,T,26,33
classic,NOUN,"One part of her audience was totally engaged, the connoisseur witnessing a peculiarly fine performance of some ancient classic, the other part, the guest of the connoisseur, attentive as one who must take an intelligent interest in that which he does not fully understand. ","I had come prepared to worship at the feet of this classic, and he turned out to be a rather bitter old man who smelled of dead cigars. ",120,127,51,58,F,19,11
trust,VERB,"As far as the rising generation goes, why not simply express ourselves positively, and trust that the truer view quietly will displace the other. ",`` Can he be trusted ''? ,89,94,13,20,T,16,4
trust,VERB,"As far as the rising generation goes, why not simply express ourselves positively, and trust that the truer view quietly will displace the other. ","They would have to bide their official time and see, trusting that the massive doses of shell-psychology would suffice her, too, as the necessary bulwark against her unusual confinement and the pressures of her profession. ",89,94,54,62,F,16,11
fabric,NOUN,The soiled fabrics used for rapid testing of detergent formulations are made in such a way that only part of the soil is removed by even the best detergent formulation in a single wash. ,"Consultation with architects, clients, real estate men, fabric houses and furniture companies is essential to the proper development of class problems just as in actual work. ",11,18,59,65,T,2,10
fabric,NOUN,The soiled fabrics used for rapid testing of detergent formulations are made in such a way that only part of the soil is removed by even the best detergent formulation in a single wash. ,"By upholding his own personal code of behavior, the private detective has placed himself in opposition to a society whose fabric is permeated with crime and corruption. ",11,18,123,129,F,2,21
defiance,NOUN,"If the detective insists upon retaining his personal standards, he must now do so in conscious defiance of his society. ","In defiance, a chinless reprobate, Jake Camaret, marched down the aisle in St. Peter 's one Sunday morning, followed by one of the women from the Bordel, whose dress and walk plainly showed the lack of any shame. ",96,104,3,11,T,17,1
defiance,NOUN,"If the detective insists upon retaining his personal standards, he must now do so in conscious defiance of his society. ","He tried defiance and openly flaunted his devotion to his half sister, but he soon saw, as did she, that this course if persisted in would involve them in a common ruin. ",96,104,9,17,F,17,2
successor,NOUN,"Marsden was manager of the company for ten years and manager of its successor company, the Colonial Light and Power Company, for one year. ","My heartiest congratulations go to their successors, Orvil E. Dryfoos and John B. Oakes, who can be counted upon to sustain the illustrious tradition of the New York Times. ",68,77,41,51,T,13,6
successor,NOUN,"Marsden was manager of the company for ten years and manager of its successor company, the Colonial Light and Power Company, for one year. ","Ralph Houk, successor to Casey Stengel at the Yankee helm, plans to bring the entire New York squad here from St. Petersburg, including Joe Dimaggio and large crowds are anticipated for both weekend games. ",68,77,13,22,F,13,3
tooth,NOUN,"Like Mattie and the mayor up there gripping the microphone and Toonker Burkette back in his office yanking out teeth, like they all knew he would. ","They slept - Mynheer with a marvelously high-pitched snoring, the damn seahorse ivory teeth watching him from a bedside table. ",111,116,87,92,T,19,14
tooth,NOUN,"Like Mattie and the mayor up there gripping the microphone and Toonker Burkette back in his office yanking out teeth, like they all knew he would. ","Blockade, in the view of military and civilian experts, could restore teeth to the Monroe Doctrine. ",111,116,72,77,F,19,13
shine,VERB,The great spire shone as if the lightning had polished it. ,He could n't see the grin that split her mouth ; the teeth that shone into the phone were like a shark 's. ,16,21,64,69,T,3,14
shine,VERB,The great spire shone as if the lightning had polished it. ,"When they express themselves it is incandescent hatred that shines forth, the rage of repudiation, the ecstasy of negation. ",16,21,60,66,F,3,9
anticipation,NOUN,"Once you become an avocado fan, you will look forward to the season each year with eager anticipation. ",He glowed with anticipation about what would happen to the culprits when they caught them. ,90,102,15,27,T,18,3
anticipation,NOUN,"Once you become an avocado fan, you will look forward to the season each year with eager anticipation. ","Perhaps it is only an analogy, but one of the most obvious differences between cheap fiction and fiction of an enduring quality is the development of a theme or story with leisure and anticipation. ",90,102,185,197,F,18,34
chest,NOUN,"By this time Henri 's entire chest back - lat shoulder area is pumped-up to almost bursting point, and Claude takes time to do a bit more pectoral front deltoid shaping work. ","For many of these measurements the chest must be opened, but the blood vessels and the heart itself remain undisturbed. ",29,34,35,40,T,6,6
chest,NOUN,"By this time Henri 's entire chest back - lat shoulder area is pumped-up to almost bursting point, and Claude takes time to do a bit more pectoral front deltoid shaping work. ","When he had stored his stock in the great oak chest, locked the two big hasps and secured the additional chain, tied the fly of the tent, and picked up the cash box, he moved up the darkening street. ",29,34,46,51,F,6,10
can,VERB,"He then sold her minerals to cure her kidney ailment, a can of sage `` to make her look like a girl again '', and an application of plain mud to take her wrinkles away. ",He considered opening a can of beer but vetoed that idea too. ,57,60,24,27,T,12,4
can,VERB,"She was ready to kill the beef, dress it out, and with vegetables from her garden was going to can soup, broth, hash, and stew against the winter. ","Let her call Crosson if she wanted to, let Crosson raise the roof or even can him, he did n't care. ",97,100,75,78,F,21,16
reverse,VERB,The adjustable fly cutter is very useful for cutting large diameter holes and can be used to cut exact-size discs by reversing the cutter blade. ,"In an attempt to reverse the downhill trend by stimulating the bone marrow and controlling any hemolytic component, triamcinolone, 16 mg. daily, was begun on Sept. 26, 1958, and continued until Feb. 18, 1959. ",117,126,17,24,T,21,4
reverse,VERB,The adjustable fly cutter is very useful for cutting large diameter holes and can be used to cut exact-size discs by reversing the cutter blade. ,"The sole guidance given the Court for discharging the task committed to it was this : `` The judgment must therefore be reversed and the cause remanded to the District Court for a determination, after further hearing, of the equitable relief necessary and appropriate in the public interest to eliminate the effects of the acquisition offensive to the statute. ",117,126,120,128,F,21,22
traffic,NOUN,The vacation traffic was becoming heavier as they approached the sea. ,He had dinner and sat there over his coffee watching the winding pattern of traffic as it crossed the bridge and spread out like a serpent with two heads. ,13,20,76,83,T,2,14
traffic,NOUN,The vacation traffic was becoming heavier as they approached the sea. ,"This traffic, he declared prophetically, `` tho ' it might be of small account at first, would increase with the progress of our Settlements ''. ",13,20,5,12,F,2,1
clutch,NOUN,He clutched that knowledge to him as he returned to his dressing room. ,"Still clutching the razor, Roberts came up into a crouch, shaking his head. ",3,11,6,15,T,1,1
clutch,NOUN,"Beneath his clutch, a flat strip of muscle surged on the bone. ","Kieffer, the only junior in the group, was commended for his ability to hit in the clutch, as well as his all-round excellent play. ",12,18,85,91,F,2,18
release,VERB,"Fuchs, after nine and a half years, was released, being given time off for good behavior. ",The authorities had to release him. ,42,50,23,30,T,10,4
release,VERB,"Fuchs, after nine and a half years, was released, being given time off for good behavior. ","The only effect of lack of a center would then be to release the hydrogen atoms to occupy general, rather than special, positions along the [ 111 ] axis. ",42,50,53,60,F,10,12
drift,NOUN,"Air drifts from one area to another are, therefore, conceivable. ","The ratio of the measured antenna temperature change during a drift scan across the moon to the average brightness temperature of the moon over the antenna beam ( assuming that the brightness temperature of the sky is negligible ) was found, by graphical integration of the antenna directivity diagram, to be 0.85. ",4,10,62,67,T,1,10
drift,NOUN,"Air drifts from one area to another are, therefore, conceivable. ","The riotous onrush of industrialism after the War for Southern Independence and the general secular drift to the Religion of Humanity, however, prepared the way for a reception of the French Revolution 's socialistic offspring of one sort of another. ",4,10,100,105,F,1,15
mercy,NOUN,"We are desperately in the need of such invention, for man is still very much at the mercy of man. ","Concerning the sentence, Foss wrote, `` If it be possible that mercy shall override vengeance and that John Brown 's sentence shall be commuted to imprisonment, it would be well - well for the country and for Virginia ''. ",85,90,65,70,T,18,13
mercy,NOUN,"Generally, however, in such marriages as those cited, the husband is at his wife 's mercy. ",He could throw himself on the mercy of the Police Department. ,87,92,30,35,F,18,6
suspense,NOUN,"General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away, and try to have a few punished. ",She experienced none of the suspense of some poor stranger selling encyclopedias. ,82,90,28,36,T,15,5
suspense,NOUN,"General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away, and try to have a few punished. ","Also, when she had bitten off half of the small radish, she found the suspense unbearable ; and she would snatch the finger held half of the radish out to where she could inspect it. ",82,90,72,80,F,15,16
terror,NOUN,"Not terror, but anger and resentment have been the general reaction outside the Soviet sphere. ","Through the swathings of terror, she jabbed deceit 's sharp point - Amy would be reborn, a new child, with new parents, living under new circumstances. ",4,10,25,31,T,1,4
terror,NOUN,"Like the Yankees ' slugger, Mays, the terror of the Giants, has had seasons that would be considered the ultimate by most players, but not by - or for - Willie. ","Through the swathings of terror, she jabbed deceit 's sharp point - Amy would be reborn, a new child, with new parents, living under new circumstances. ",40,46,25,31,F,9,4
steam,VERB,"Other factors increasing operating costs include the higher unit cost of each flying hour, up 11 % in two years, and of each steaming hour, up 15 %. ","Cutting short a holiday at Hong Kong, the aircraft carriers Lexington and Bennington steamed off into the South China Sea, accompanied by a swarm of destroyers, plus troopships loaded with marines. ",127,135,86,93,T,25,14
steam,VERB,"Other factors increasing operating costs include the higher unit cost of each flying hour, up 11 % in two years, and of each steaming hour, up 15 %. ","She had a cup of something steaming, coffee perhaps, in one hand, a fresh piece of toast in the other. ",127,135,27,35,F,25,6
toast,VERB,"After she had served the detectives coffee and toast ( they politely declined eggs, uncomfortable about their tenancy ), she settled down with a morning newspaper and began reading the stock market quotations. ",She took another bite of toast. ,47,52,25,30,T,8,5
toast,VERB,Broil or toast as usual. ,D. D. will pop up with U - I Chief Milt Rackmil at the Carnegie theater tomorrow to toast 300 movie exhibitors. ,9,14,84,89,F,2,18
nickel,NOUN,"A number of semiempirical estimates by various workers lead to the conclusion that the **f bond becomes symmetric when the **f bond length is about 2.4 to 2.5 A, but aside from the possible example of nickel dimethylglyoxime there have been no convincing reports of symmetric **f bonds. ","For all meteorites, the average nickel content is about 2.5 per cent. ",202,208,33,39,T,37,6
